Word Order	Other Properties	Subject Position	Object Position	Sentence
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Ratten einer Kanalisation entstammen .
LK[V]MF[SO]	dat-aux	3	5	Werden die Ratten einer Kanalisation entstammen ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Ratten einer Kanalisation entstammen werden .
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Abiturient wird einem Vortrag folgen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Vortrag wird der Abiturient folgen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Abiturient einem Vortrag folgen .
LK[V]MF[SO]	dat-aux	3	5	Wird der Abiturient einem Vortrag folgen ?
MF[SO]VC[V]	dat-aux	3	5	Weil der Abiturient einem Vortrag folgen wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Referent wird einer Sitzung entschwinden .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Sitzung wird der Referent entschwinden .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Referent einer Sitzung entschwinden .
LK[V]MF[SO]	dat-aux	3	5	Wird der Referent einer Sitzung entschwinden ?
MF[SO]VC[V]	dat-aux	3	5	Weil der Referent einer Sitzung entschwinden wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Parkourläufer werden einem Hindernis begegnen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Hindernis werden die Parkourläufer begegnen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Parkourläufer einem Hindernis begegnen .
LK[V]MF[SO]	dat-aux	3	5	Werden die Parkourläufer einem Hindernis begegnen ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Parkourläufer einem Hindernis begegnen werden .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Deserteure werden einem Ansehen schaden .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Ansehen werden die Deserteure schaden .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Deserteure einem Ansehen schaden .
LK[V]MF[SO]	dat-aux	3	5	Werden die Deserteure einem Ansehen schaden ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Deserteure einem Ansehen schaden werden .
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Manager wird einer Karriere nützen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Karriere wird der Manager nützen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Manager einer Karriere nützen .
LK[V]MF[SO]	dat-aux	3	5	Wird der Manager einer Karriere nützen ?
MF[SO]VC[V]	dat-aux	3	5	Weil der Manager einer Karriere nützen wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Pfadfinder werden einem Ameisenhaufen gleichen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Ameisenhaufen werden die Pfadfinder gleichen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Pfadfinder einem Ameisenhaufen gleichen .
LK[V]MF[SO]	dat-aux	3	5	Werden die Pfadfinder einem Ameisenhaufen gleichen ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Pfadfinder einem Ameisenhaufen gleichen werden .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Fußgängerin wird einem Auto winken .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Auto wird die Fußgängerin winken .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird die Fußgängerin einem Auto winken .
LK[V]MF[SO]	dat-aux	3	5	Wird die Fußgängerin einem Auto winken ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Fußgängerin einem Auto winken wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Akteur wird einem Kommando unterstehen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Kommando wird der Akteur unterstehen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Akteur einem Kommando unterstehen .
LK[V]MF[SO]	dat-aux	3	5	Wird der Akteur einem Kommando unterstehen ?
MF[SO]VC[V]	dat-aux	3	5	Weil der Akteur einem Kommando unterstehen wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Astronauten werden einer Bodenstation vertrauen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Bodenstation werden die Astronauten vertrauen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Astronauten einer Bodenstation vertrauen .
LK[V]MF[SO]	dat-aux	3	5	Werden die Astronauten einer Bodenstation vertrauen ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Astronauten einer Bodenstation vertrauen werden .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Demonstranten werden einer Räumung entgehen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Räumung werden die Demonstranten entgehen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Demonstranten einer Räumung entgehen .
LK[V]MF[SO]	dat-aux	3	5	Werden die Demonstranten einer Räumung entgehen ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Demonstranten einer Räumung entgehen werden .
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Schreihals wird einem Impuls gehorchen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Impuls wird der Schreihals gehorchen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Schreihals einem Impuls gehorchen .
LK[V]MF[SO]	dat-aux	3	5	Wird der Schreihals einem Impuls gehorchen ?
MF[SO]VC[V]	dat-aux	3	5	Weil der Schreihals einem Impuls gehorchen wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Sekretär wird einer Anweisung trotzen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Anweisung wird der Sekretär trotzen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Sekretär einer Anweisung trotzen .
LK[V]MF[SO]	dat-aux	3	5	Wird der Sekretär einer Anweisung trotzen ?
MF[SO]VC[V]	dat-aux	3	5	Weil der Sekretär einer Anweisung trotzen wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Gegner werden einem Aufruf antworten .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Aufruf werden die Gegner antworten .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Gegner einem Aufruf antworten .
LK[V]MF[SO]	dat-aux	3	5	Werden die Gegner einem Aufruf antworten ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Gegner einem Aufruf antworten werden .
VF[S]LK[V]MF[O]	amb-aux	2	4	Die Generäle werden Angriffe starten .
VF[O]LK[V]MF[S]	amb-aux	4	1	Angriffe werden die Generäle starten .
VF[ADV]LK[V]MF[SO]	amb-aux	4	5	Deshalb werden die Generäle Angriffe starten .
LK[V]MF[SO]	amb-aux	3	4	Werden die Generäle Angriffe starten ?
MF[SO]VC[V]	amb-aux	3	4	Weil die Generäle Angriffe starten werden .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Partnerin wird ein Doppelleben leben .
VF[O]LK[V]MF[S]	amb-aux	5	2	Ein Doppelleben wird die Partnerin leben .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Partnerin ein Doppelleben leben .
LK[V]MF[SO]	amb-aux	3	5	Wird die Partnerin ein Doppelleben leben ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Partnerin ein Doppelleben leben wird .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Journalistin wird eine Aufnahme übertexten .
VF[O]LK[V]MF[S]	amb-aux	5	2	Eine Aufnahme wird die Journalistin übertexten .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Journalistin eine Aufnahme übertexten .
LK[V]MF[SO]	amb-aux	3	5	Wird die Journalistin eine Aufnahme übertexten ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Journalistin eine Aufnahme übertexten wird .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Freundin wird eine Traumhochzeit spielen .
VF[O]LK[V]MF[S]	amb-aux	5	2	Eine Traumhochzeit wird die Freundin spielen .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Freundin eine Traumhochzeit spielen .
LK[V]MF[SO]	amb-aux	3	5	Wird die Freundin eine Traumhochzeit spielen ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Freundin eine Traumhochzeit spielen wird .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Passantin wird ein Kunstwerk bewerfen .
VF[O]LK[V]MF[S]	amb-aux	5	2	Ein Kunstwerk wird die Passantin bewerfen .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Passantin ein Kunstwerk bewerfen .
LK[V]MF[SO]	amb-aux	3	5	Wird die Passantin ein Kunstwerk bewerfen ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Passantin ein Kunstwerk bewerfen wird .
VF[S]LK[V]MF[O]	amb-aux	2	5	Das Kind wird eine Lösung finden .
VF[O]LK[V]MF[S]	amb-aux	5	2	Eine Lösung wird das Kind finden .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird das Kind eine Lösung finden .
LK[V]MF[SO]	amb-aux	3	5	Wird das Kind eine Lösung finden ?
MF[SO]VC[V]	amb-aux	3	5	Weil das Kind eine Lösung finden wird .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Leserin wird eine Zeitschrift abonnieren .
VF[O]LK[V]MF[S]	amb-aux	5	2	Eine Zeitschrift wird die Leserin abonnieren .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Leserin eine Zeitschrift abonnieren .
LK[V]MF[SO]	amb-aux	3	5	Wird die Leserin eine Zeitschrift abonnieren ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Leserin eine Zeitschrift abonnieren wird .
VF[S]LK[V]MF[O]	amb-aux	2	4	Die Herren werden Bärte rasieren .
VF[O]LK[V]MF[S]	amb-aux	4	1	Bärte werden die Herren rasieren .
VF[ADV]LK[V]MF[SO]	amb-aux	4	5	Deshalb werden die Herren Bärte rasieren .
LK[V]MF[SO]	amb-aux	3	4	Werden die Herren Bärte rasieren ?
MF[SO]VC[V]	amb-aux	3	4	Weil die Herren Bärte rasieren werden .
VF[S]LK[V]MF[O]	amb-aux	2	4	Die Mamas werden Kaffees trinken .
VF[O]LK[V]MF[S]	amb-aux	4	1	Kaffees werden die Mamas trinken .
VF[ADV]LK[V]MF[SO]	amb-aux	4	5	Deshalb werden die Mamas Kaffees trinken .
LK[V]MF[SO]	amb-aux	3	4	Werden die Mamas Kaffees trinken ?
MF[SO]VC[V]	amb-aux	3	4	Weil die Mamas Kaffees trinken werden .
VF[S]LK[V]MF[O]	amb-aux	2	4	Die Schriftsteller werden Romane schreiben .
VF[O]LK[V]MF[S]	amb-aux	4	1	Romane werden die Schriftsteller schreiben .
VF[ADV]LK[V]MF[SO]	amb-aux	4	5	Deshalb werden die Schriftsteller Romane schreiben .
LK[V]MF[SO]	amb-aux	3	4	Werden die Schriftsteller Romane schreiben ?
MF[SO]VC[V]	amb-aux	3	4	Weil die Schriftsteller Romane schreiben werden .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Politikerin wird eine Rede beenden .
VF[O]LK[V]MF[S]	amb-aux	5	2	Eine Rede wird die Politikerin beenden .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Politikerin eine Rede beenden .
LK[V]MF[SO]	amb-aux	3	5	Wird die Politikerin eine Rede beenden ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Politikerin eine Rede beenden wird .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Abgeordnete wird ein Grundgehalt bekommen .
VF[O]LK[V]MF[S]	amb-aux	5	2	Ein Grundgehalt wird die Abgeordnete bekommen .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Abgeordnete ein Grundgehalt bekommen .
LK[V]MF[SO]	amb-aux	3	5	Wird die Abgeordnete ein Grundgehalt bekommen ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Abgeordnete ein Grundgehalt bekommen wird .
VF[S]LK[V]MF[O]	amb-aux	2	4	Die Kleinbauern werden Bauzäune ziehen .
VF[O]LK[V]MF[S]	amb-aux	4	1	Bauzäune werden die Kleinbauern ziehen .
VF[ADV]LK[V]MF[SO]	amb-aux	4	5	Deshalb werden die Kleinbauern Bauzäune ziehen .
LK[V]MF[SO]	amb-aux	3	4	Werden die Kleinbauern Bauzäune ziehen ?
MF[SO]VC[V]	amb-aux	3	4	Weil die Kleinbauern Bauzäune ziehen werden .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Sportlerin wird eine Tour gewinnen .
VF[O]LK[V]MF[S]	amb-aux	5	2	Eine Tour wird die Sportlerin gewinnen .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Sportlerin eine Tour gewinnen .
LK[V]MF[SO]	amb-aux	3	5	Wird die Sportlerin eine Tour gewinnen ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Sportlerin eine Tour gewinnen wird .
VF[S]LK[V]MF[O]	amb-aux	2	5	Die Handwerkerin wird eine Bauausführung übernehmen .
VF[O]LK[V]MF[S]	amb-aux	5	2	Eine Bauausführung wird die Handwerkerin übernehmen .
VF[ADV]LK[V]MF[SO]	amb-aux	4	6	Deshalb wird die Handwerkerin eine Bauausführung übernehmen .
LK[V]MF[SO]	amb-aux	3	5	Wird die Handwerkerin eine Bauausführung übernehmen ?
MF[SO]VC[V]	amb-aux	3	5	Weil die Handwerkerin eine Bauausführung übernehmen wird .
VF[S]LK[V]MF[O]	base-spron	1	4	Er startet einen Angriff .
VF[O]LK[V]MF[S]	base-spron	4	2	Einen Angriff startet er .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb startet er einen Angriff .
LK[V]MF[SO]	base-spron	2	4	Startet er einen Angriff ?
MF[SO]VC[V]	base-spron	2	4	Weil er einen Angriff startet .
VF[S]LK[V]MF[O]	base-spron	1	4	Sie leben ein Doppelleben .
VF[O]LK[V]MF[S]	base-spron	4	2	Ein Doppelleben leben sie .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb leben sie ein Doppelleben .
LK[V]MF[SO]	base-spron	2	4	Leben sie ein Doppelleben ?
MF[SO]VC[V]	base-spron	2	4	Weil sie ein Doppelleben leben .
VF[S]LK[V]MF[O]	base-spron	1	4	Er übertextet eine Aufnahme .
VF[O]LK[V]MF[S]	base-spron	4	2	Eine Aufnahme übertextet er .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb übertextet er eine Aufnahme .
LK[V]MF[SO]	base-spron	2	4	Übertextet er eine Aufnahme ?
MF[SO]VC[V]	base-spron	2	4	Weil er eine Aufnahme übertextet .
VF[S]LK[V]MF[O]	base-spron	1	4	Wir spielen eine Traumhochzeit .
VF[O]LK[V]MF[S]	base-spron	4	2	Eine Traumhochzeit spielen wir .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb spielen wir eine Traumhochzeit .
LK[V]MF[SO]	base-spron	2	4	Spielen wir eine Traumhochzeit ?
MF[SO]VC[V]	base-spron	2	4	Weil wir eine Traumhochzeit spielen .
VF[S]LK[V]MF[O]	base-spron	1	4	Er bewirft ein Kunstwerk .
VF[O]LK[V]MF[S]	base-spron	4	2	Ein Kunstwerk bewirft er .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb bewirft er ein Kunstwerk .
LK[V]MF[SO]	base-spron	2	4	Bewirft er ein Kunstwerk ?
MF[SO]VC[V]	base-spron	2	4	Weil er ein Kunstwerk bewirft .
VF[S]LK[V]MF[O]	base-spron	1	4	Sie finden eine Lösung .
VF[O]LK[V]MF[S]	base-spron	4	2	Eine Lösung finden sie .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb finden sie eine Lösung .
LK[V]MF[SO]	base-spron	2	4	Finden sie eine Lösung ?
MF[SO]VC[V]	base-spron	2	4	Weil sie eine Lösung finden .
VF[S]LK[V]MF[O]	base-spron	1	4	Ich abonniere eine Zeitschrift .
VF[O]LK[V]MF[S]	base-spron	4	2	Eine Zeitschrift abonniere ich .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb abonniere ich eine Zeitschrift .
LK[V]MF[SO]	base-spron	2	4	Abonniere ich eine Zeitschrift ?
MF[SO]VC[V]	base-spron	2	4	Weil ich eine Zeitschrift abonniere .
VF[S]LK[V]MF[O]	base-spron	1	4	Du rasierst einen Bart .
VF[O]LK[V]MF[S]	base-spron	4	2	Einen Bart rasierst du .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb rasierst du einen Bart .
LK[V]MF[SO]	base-spron	2	4	Rasierst du einen Bart ?
MF[SO]VC[V]	base-spron	2	4	Weil du einen Bart rasierst .
VF[S]LK[V]MF[O]	base-spron	1	4	Ihr trinkt einen Kaffee .
VF[O]LK[V]MF[S]	base-spron	4	2	Einen Kaffee trinkt ihr .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb trinkt ihr einen Kaffee .
LK[V]MF[SO]	base-spron	2	4	Trinkt ihr einen Kaffee ?
MF[SO]VC[V]	base-spron	2	4	Weil ihr einen Kaffee trinkt .
VF[S]LK[V]MF[O]	base-spron	1	4	Er schreibt einen Roman .
VF[O]LK[V]MF[S]	base-spron	4	2	Einen Roman schreibt er .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb schreibt er einen Roman .
LK[V]MF[SO]	base-spron	2	4	Schreibt er einen Roman ?
MF[SO]VC[V]	base-spron	2	4	Weil er einen Roman schreibt .
VF[S]LK[V]MF[O]	base-spron	1	4	Wir beenden eine Rede .
VF[O]LK[V]MF[S]	base-spron	4	2	Eine Rede beenden wir .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb beenden wir eine Rede .
LK[V]MF[SO]	base-spron	2	4	Beenden wir eine Rede ?
MF[SO]VC[V]	base-spron	2	4	Weil wir eine Rede beenden .
VF[S]LK[V]MF[O]	base-spron	1	4	Du bekommst ein Grundgehalt .
VF[O]LK[V]MF[S]	base-spron	4	2	Ein Grundgehalt bekommst du .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb bekommst du ein Grundgehalt .
LK[V]MF[SO]	base-spron	2	4	Bekommst du ein Grundgehalt ?
MF[SO]VC[V]	base-spron	2	4	Weil du ein Grundgehalt bekommst .
VF[S]LK[V]MF[O]	base-spron	1	4	Wir ziehen einen Bauzaun .
VF[O]LK[V]MF[S]	base-spron	4	2	Einen Bauzaun ziehen wir .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb ziehen wir einen Bauzaun .
LK[V]MF[SO]	base-spron	2	4	Ziehen wir einen Bauzaun ?
MF[SO]VC[V]	base-spron	2	4	Weil wir einen Bauzaun ziehen .
VF[S]LK[V]MF[O]	base-spron	1	4	Ihr gewinnt eine Tour .
VF[O]LK[V]MF[S]	base-spron	4	2	Eine Tour gewinnt ihr .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb gewinnt ihr eine Tour .
LK[V]MF[SO]	base-spron	2	4	Gewinnt ihr eine Tour ?
MF[SO]VC[V]	base-spron	2	4	Weil ihr eine Tour gewinnt .
VF[S]LK[V]MF[O]	base-spron	1	4	Du übernimmst eine Bauausführung .
VF[O]LK[V]MF[S]	base-spron	4	2	Eine Bauausführung übernimmst du .
VF[ADV]LK[V]MF[SO]	base-spron	3	5	Deshalb übernimmst du eine Bauausführung .
LK[V]MF[SO]	base-spron	2	4	Übernimmst du eine Bauausführung ?
MF[SO]VC[V]	base-spron	2	4	Weil du eine Bauausführung übernimmst .
VF[S]LK[V]MF[O]	dat-spron	1	4	Er entkommt einer Anklagebank .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einer Anklagebank entkommt er .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb entkommt er einer Anklagebank .
LK[V]MF[SO]	dat-spron	2	4	Entkommt er einer Anklagebank ?
MF[SO]VC[V]	dat-spron	2	4	Weil er einer Anklagebank entkommt .
VF[S]LK[V]MF[O]	dat-spron	1	4	Sie entstammen einer Kanalisation .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einer Kanalisation entstammen sie .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb entstammen sie einer Kanalisation .
LK[V]MF[SO]	dat-spron	2	4	Entstammen sie einer Kanalisation ?
MF[SO]VC[V]	dat-spron	2	4	Weil sie einer Kanalisation entstammen .
VF[S]LK[V]MF[O]	dat-spron	1	4	Er folgt einem Vortrag .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Vortrag folgt er .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb folgt er einem Vortrag .
LK[V]MF[SO]	dat-spron	2	4	Folgt er einem Vortrag ?
MF[SO]VC[V]	dat-spron	2	4	Weil er einem Vortrag folgt .
VF[S]LK[V]MF[O]	dat-spron	1	4	Wir entschwinden einer Sitzung .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einer Sitzung entschwinden wir .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb entschwinden wir einer Sitzung .
LK[V]MF[SO]	dat-spron	2	4	Entschwinden wir einer Sitzung ?
MF[SO]VC[V]	dat-spron	2	4	Weil wir einer Sitzung entschwinden .
VF[S]LK[V]MF[O]	dat-spron	1	4	Er begegnet einem Hindernis .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Hindernis begegnet er .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb begegnet er einem Hindernis .
LK[V]MF[SO]	dat-spron	2	4	Begegnet er einem Hindernis ?
MF[SO]VC[V]	dat-spron	2	4	Weil er einem Hindernis begegnet .
VF[S]LK[V]MF[O]	dat-spron	1	4	Sie schaden einem Ansehen .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Ansehen schaden sie .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb schaden sie einem Ansehen .
LK[V]MF[SO]	dat-spron	2	4	Schaden sie einem Ansehen ?
MF[SO]VC[V]	dat-spron	2	4	Weil sie einem Ansehen schaden .
VF[S]LK[V]MF[O]	dat-spron	1	4	Ich nütze einer Karriere .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einer Karriere nütze ich .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb nütze ich einer Karriere .
LK[V]MF[SO]	dat-spron	2	4	Nütze ich einer Karriere ?
MF[SO]VC[V]	dat-spron	2	4	Weil ich einer Karriere nütze .
VF[S]LK[V]MF[O]	dat-spron	1	4	Du gleichst einem Ameisenhaufen .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Ameisenhaufen gleichst du .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb gleichst du einem Ameisenhaufen .
LK[V]MF[SO]	dat-spron	2	4	Gleichst du einem Ameisenhaufen ?
MF[SO]VC[V]	dat-spron	2	4	Weil du einem Ameisenhaufen gleichst .
VF[S]LK[V]MF[O]	dat-spron	1	4	Ihr winkt einem Auto .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Auto winkt ihr .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb winkt ihr einem Auto .
LK[V]MF[SO]	dat-spron	2	4	Winkt ihr einem Auto ?
MF[SO]VC[V]	dat-spron	2	4	Weil ihr einem Auto winkt .
VF[S]LK[V]MF[O]	dat-spron	1	4	Er untersteht einem Kommando .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Kommando untersteht er .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb untersteht er einem Kommando .
LK[V]MF[SO]	dat-spron	2	4	Untersteht er einem Kommando ?
MF[SO]VC[V]	dat-spron	2	4	Weil er einem Kommando untersteht .
VF[S]LK[V]MF[O]	dat-spron	1	4	Wir vertrauen einer Bodenstation .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einer Bodenstation vertrauen wir .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb vertrauen wir einer Bodenstation .
LK[V]MF[SO]	dat-spron	2	4	Vertrauen wir einer Bodenstation ?
MF[SO]VC[V]	dat-spron	2	4	Weil wir einer Bodenstation vertrauen .
VF[S]LK[V]MF[O]	dat-spron	1	4	Du entgehst einer Räumung .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einer Räumung entgehst du .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb entgehst du einer Räumung .
LK[V]MF[SO]	dat-spron	2	4	Entgehst du einer Räumung ?
MF[SO]VC[V]	dat-spron	2	4	Weil du einer Räumung entgehst .
VF[S]LK[V]MF[O]	dat-spron	1	4	Wir gehorchen einem Impuls .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Impuls gehorchen wir .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb gehorchen wir einem Impuls .
LK[V]MF[SO]	dat-spron	2	4	Gehorchen wir einem Impuls ?
MF[SO]VC[V]	dat-spron	2	4	Weil wir einem Impuls gehorchen .
VF[S]LK[V]MF[O]	dat-spron	1	4	Ihr trotzt einer Anweisung .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einer Anweisung trotzt ihr .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb trotzt ihr einer Anweisung .
LK[V]MF[SO]	dat-spron	2	4	Trotzt ihr einer Anweisung ?
MF[SO]VC[V]	dat-spron	2	4	Weil ihr einer Anweisung trotzt .
VF[S]LK[V]MF[O]	dat-spron	1	4	Du antwortest einem Aufruf .
VF[O]LK[V]MF[S]	dat-spron	4	2	Einem Aufruf antwortest du .
VF[ADV]LK[V]MF[SO]	dat-spron	3	5	Deshalb antwortest du einem Aufruf .
LK[V]MF[SO]	dat-spron	2	4	Antwortest du einem Aufruf ?
MF[SO]VC[V]	dat-spron	2	4	Weil du einem Aufruf antwortest .
VF[S]LK[V]MF[O]	amb-spron	1	3	Sie starten Angriffe .
VF[O]LK[V]MF[S]	amb-spron	3	1	Angriffe starten sie .
VF[ADV]LK[V]MF[SO]	amb-spron	3	4	Deshalb starten sie Angriffe .
LK[V]MF[SO]	amb-spron	2	3	Starten sie Angriffe ?
MF[SO]VC[V]	amb-spron	2	3	Weil sie Angriffe starten .
VF[S]LK[V]MF[O]	amb-spron	1	4	Sie lebt ein Doppelleben .
VF[O]LK[V]MF[S]	amb-spron	4	2	Ein Doppelleben lebt sie .
VF[ADV]LK[V]MF[SO]	amb-spron	3	5	Deshalb lebt sie ein Doppelleben .
LK[V]MF[SO]	amb-spron	2	4	Lebt sie ein Doppelleben ?
MF[SO]VC[V]	amb-spron	2	4	Weil sie ein Doppelleben lebt .
VF[S]LK[V]MF[O]	amb-spron	1	4	Sie übertextet eine Aufnahme .
VF[O]LK[V]MF[S]	amb-spron	4	2	Eine Aufnahme übertextet sie .
VF[ADV]LK[V]MF[SO]	amb-spron	3	5	Deshalb übertextet sie eine Aufnahme .
LK[V]MF[SO]	amb-spron	2	4	Übertextet sie eine Aufnahme ?
MF[SO]VC[V]	amb-spron	2	4	Weil sie eine Aufnahme übertextet .
VF[S]LK[V]MF[O]	amb-spron	1	4	Sie spielt eine Traumhochzeit .
VF[O]LK[V]MF[S]	amb-spron	4	2	Eine Traumhochzeit spielt sie .
VF[ADV]LK[V]MF[SO]	amb-spron	3	5	Deshalb spielt sie eine Traumhochzeit .
LK[V]MF[SO]	amb-spron	2	4	Spielt sie eine Traumhochzeit ?
MF[SO]VC[V]	amb-spron	2	4	Weil sie eine Traumhochzeit spielt .
VF[S]LK[V]MF[O]	amb-spron	1	4	Sie bewirft ein Kunstwerk .
