Word Order	Other Properties	Subject Position	Object Position	Sentence					Subj preceds obj	Is ambiguous	Not amb, subj before obj	Not amb, obj before subj		Satzl�nge	Is pp/aux	
LK[V]MF[SO]	base-amb	4	5	Deshalb trinken die Mamas Kaffees .					WAHR	WAHR	FALSCH	FALSCH		5	0	1
LK[V]MF[SO]Q	base-amb	3	4	Trinken die Mamas Kaffees ?					WAHR	WAHR	FALSCH	FALSCH		4	0	1
MF[SO]VC[V]	base-amb	3	4	Weil die Mamas Kaffees trinken .					WAHR	WAHR	FALSCH	FALSCH		5	0	1
VF[S]LK[V]MF[O]	base-amb	2	4	Die Schriftsteller schreiben Romane .					WAHR	WAHR	FALSCH	FALSCH		4	0	2
VF[O]LK[V]MF[S]	base-amb	4	1	Romane schreiben die Schriftsteller .					FALSCH	WAHR	FALSCH	FALSCH		4	0	3
LK[V]MF[SO]	base-amb	4	5	Deshalb schreiben die Schriftsteller Romane .					WAHR	WAHR	FALSCH	FALSCH		5	0	1
LK[V]MF[SO]Q	base-amb	3	4	Schreiben die Schriftsteller Romane ?					WAHR	WAHR	FALSCH	FALSCH		4	0	1
MF[SO]VC[V]	base-amb	3	4	Weil die Schriftsteller Romane schreiben .					WAHR	WAHR	FALSCH	FALSCH		5	0	1
VF[S]LK[V]MF[O]	base-amb	2	5	Die Politikerin beendet eine Rede .					WAHR	WAHR	FALSCH	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Rede beendet die Politikerin .					FALSCH	WAHR	FALSCH	FALSCH		5	0	3
LK[V]MF[SO]	base-amb	4	6	Deshalb beendet die Politikerin eine Rede .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
LK[V]MF[SO]Q	base-amb	3	5	Beendet die Politikerin eine Rede ?					WAHR	WAHR	FALSCH	FALSCH		5	0	2
MF[SO]VC[V]	base-amb	3	5	Weil die Politikerin eine Rede beendet .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
VF[S]LK[V]MF[O]	base-amb	2	5	Die Abgeordnete bekommt ein Grundgehalt .					WAHR	WAHR	FALSCH	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-amb	5	2	Ein Grundgehalt bekommt die Abgeordnete .					FALSCH	WAHR	FALSCH	FALSCH		5	0	3
LK[V]MF[SO]	base-amb	4	6	Deshalb bekommt die Abgeordnete ein Grundgehalt .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
LK[V]MF[SO]Q	base-amb	3	5	Bekommt die Abgeordnete ein Grundgehalt ?					WAHR	WAHR	FALSCH	FALSCH		5	0	2
MF[SO]VC[V]	base-amb	3	5	Weil die Abgeordnete ein Grundgehalt bekommt .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
VF[S]LK[V]MF[O]	base-amb	2	4	Die Kleinbauern ziehen Bauzäune .					WAHR	WAHR	FALSCH	FALSCH		4	0	2
VF[O]LK[V]MF[S]	base-amb	4	1	Bauzäune ziehen die Kleinbauern .					FALSCH	WAHR	FALSCH	FALSCH		4	0	3
LK[V]MF[SO]	base-amb	4	5	Deshalb ziehen die Kleinbauern Bauzäune .					WAHR	WAHR	FALSCH	FALSCH		5	0	1
LK[V]MF[SO]Q	base-amb	3	4	Ziehen die Kleinbauern Bauzäune ?					WAHR	WAHR	FALSCH	FALSCH		4	0	1
MF[SO]VC[V]	base-amb	3	4	Weil die Kleinbauern Bauzäune ziehen .					WAHR	WAHR	FALSCH	FALSCH		5	0	1
VF[S]LK[V]MF[O]	base-amb	2	5	Die Sportlerin gewinnt eine Tour .					WAHR	WAHR	FALSCH	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Tour gewinnt die Sportlerin .					FALSCH	WAHR	FALSCH	FALSCH		5	0	3
LK[V]MF[SO]	base-amb	4	6	Deshalb gewinnt die Sportlerin eine Tour .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
LK[V]MF[SO]Q	base-amb	3	5	Gewinnt die Sportlerin eine Tour ?					WAHR	WAHR	FALSCH	FALSCH		5	0	2
MF[SO]VC[V]	base-amb	3	5	Weil die Sportlerin eine Tour gewinnt .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
VF[S]LK[V]MF[O]	base-amb	2	5	Die Handwerkerin übernimmt eine Bauausführung .					WAHR	WAHR	FALSCH	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Bauausführung übernimmt die Handwerkerin .					FALSCH	WAHR	FALSCH	FALSCH		5	0	3
LK[V]MF[SO]	base-amb	4	6	Deshalb übernimmt die Handwerkerin eine Bauausführung .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
LK[V]MF[SO]Q	base-amb	3	5	Übernimmt die Handwerkerin eine Bauausführung ?					WAHR	WAHR	FALSCH	FALSCH		5	0	2
MF[SO]VC[V]	base-amb	3	5	Weil die Handwerkerin eine Bauausführung übernimmt .					WAHR	WAHR	FALSCH	FALSCH		6	0	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der General wird einen Angriff starten .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Angriff wird der General starten .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der General einen Angriff starten .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der General einen Angriff starten ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der General einen Angriff starten wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Die Partner werden ein Doppelleben leben .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Ein Doppelleben werden die Partner leben .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Partner ein Doppelleben leben .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Werden die Partner ein Doppelleben leben ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil die Partner ein Doppelleben leben werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Journalist wird eine Aufnahme übertexten .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Aufnahme wird der Journalist übertexten .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Journalist eine Aufnahme übertexten .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Journalist eine Aufnahme übertexten ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Journalist eine Aufnahme übertexten wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Die Freundinnen werden eine Traumhochzeit spielen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Traumhochzeit werden die Freundinnen spielen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Freundinnen eine Traumhochzeit spielen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Werden die Freundinnen eine Traumhochzeit spielen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil die Freundinnen eine Traumhochzeit spielen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Passant wird ein Kunstwerk bewerfen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Ein Kunstwerk wird der Passant bewerfen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Passant ein Kunstwerk bewerfen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Passant ein Kunstwerk bewerfen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Passant ein Kunstwerk bewerfen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Die Kinder werden eine Lösung finden .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Lösung werden die Kinder finden .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Kinder eine Lösung finden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Werden die Kinder eine Lösung finden ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil die Kinder eine Lösung finden werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Leser wird eine Zeitschrift abonnieren .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Zeitschrift wird der Leser abonnieren .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Leser eine Zeitschrift abonnieren .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Leser eine Zeitschrift abonnieren ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Leser eine Zeitschrift abonnieren wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Herr wird einen Bart rasieren .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Bart wird der Herr rasieren .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Herr einen Bart rasieren .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Herr einen Bart rasieren ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Herr einen Bart rasieren wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Die Mamas werden einen Kaffee trinken .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Kaffee werden die Mamas trinken .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Mamas einen Kaffee trinken .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Werden die Mamas einen Kaffee trinken ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil die Mamas einen Kaffee trinken werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Schriftsteller wird einen Roman schreiben .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Roman wird der Schriftsteller schreiben .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Schriftsteller einen Roman schreiben .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Schriftsteller einen Roman schreiben ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Schriftsteller einen Roman schreiben wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Politiker wird eine Rede beenden .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Rede wird der Politiker beenden .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Politiker eine Rede beenden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Politiker eine Rede beenden ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Politiker eine Rede beenden wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Die Abgeordneten werden ein Grundgehalt bekommen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Ein Grundgehalt werden die Abgeordneten bekommen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Abgeordneten ein Grundgehalt bekommen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Werden die Abgeordneten ein Grundgehalt bekommen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil die Abgeordneten ein Grundgehalt bekommen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Kleinbauer wird einen Bauzaun ziehen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Bauzaun wird der Kleinbauer ziehen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Kleinbauer einen Bauzaun ziehen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Kleinbauer einen Bauzaun ziehen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Kleinbauer einen Bauzaun ziehen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Die Sportlerinnen werden eine Tour gewinnen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Tour werden die Sportlerinnen gewinnen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Sportlerinnen eine Tour gewinnen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Werden die Sportlerinnen eine Tour gewinnen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil die Sportlerinnen eine Tour gewinnen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	base-aux	2	5	Der Handwerker wird eine Bauausführung übernehmen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Bauausführung wird der Handwerker übernehmen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Handwerker eine Bauausführung übernehmen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	base-aux	3	5	Wird der Handwerker eine Bauausführung übernehmen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	base-aux	3	5	Weil der Handwerker eine Bauausführung übernehmen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Diebin wird einer Anklagebank entkommen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Anklagebank wird die Diebin entkommen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird die Diebin einer Anklagebank entkommen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird die Diebin einer Anklagebank entkommen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Diebin einer Anklagebank entkommen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Ratten werden einer Kanalisation entstammen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Kanalisation werden die Ratten entstammen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Ratten einer Kanalisation entstammen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Werden die Ratten einer Kanalisation entstammen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Ratten einer Kanalisation entstammen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Abiturient wird einem Vortrag folgen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Vortrag wird der Abiturient folgen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Abiturient einem Vortrag folgen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird der Abiturient einem Vortrag folgen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil der Abiturient einem Vortrag folgen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Referent wird einer Sitzung entschwinden .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Sitzung wird der Referent entschwinden .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Referent einer Sitzung entschwinden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird der Referent einer Sitzung entschwinden ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil der Referent einer Sitzung entschwinden wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Parkourläufer werden einem Hindernis begegnen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Hindernis werden die Parkourläufer begegnen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Parkourläufer einem Hindernis begegnen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Werden die Parkourläufer einem Hindernis begegnen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Parkourläufer einem Hindernis begegnen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Deserteure werden einem Ansehen schaden .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Ansehen werden die Deserteure schaden .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Deserteure einem Ansehen schaden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Werden die Deserteure einem Ansehen schaden ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Deserteure einem Ansehen schaden werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Manager wird einer Karriere nützen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Karriere wird der Manager nützen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Manager einer Karriere nützen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird der Manager einer Karriere nützen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil der Manager einer Karriere nützen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Pfadfinder werden einem Ameisenhaufen gleichen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Ameisenhaufen werden die Pfadfinder gleichen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Pfadfinder einem Ameisenhaufen gleichen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Werden die Pfadfinder einem Ameisenhaufen gleichen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Pfadfinder einem Ameisenhaufen gleichen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Fußgängerin wird einem Auto winken .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Auto wird die Fußgängerin winken .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird die Fußgängerin einem Auto winken .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird die Fußgängerin einem Auto winken ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Fußgängerin einem Auto winken wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Akteur wird einem Kommando unterstehen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Kommando wird der Akteur unterstehen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Akteur einem Kommando unterstehen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird der Akteur einem Kommando unterstehen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil der Akteur einem Kommando unterstehen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Astronauten werden einer Bodenstation vertrauen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Bodenstation werden die Astronauten vertrauen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Astronauten einer Bodenstation vertrauen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Werden die Astronauten einer Bodenstation vertrauen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Astronauten einer Bodenstation vertrauen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Demonstranten werden einer Räumung entgehen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Räumung werden die Demonstranten entgehen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Demonstranten einer Räumung entgehen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Werden die Demonstranten einer Räumung entgehen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Demonstranten einer Räumung entgehen werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Schreihals wird einem Impuls gehorchen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Impuls wird der Schreihals gehorchen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Schreihals einem Impuls gehorchen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird der Schreihals einem Impuls gehorchen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil der Schreihals einem Impuls gehorchen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Der Sekretär wird einer Anweisung trotzen .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Anweisung wird der Sekretär trotzen .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb wird der Sekretär einer Anweisung trotzen .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Wird der Sekretär einer Anweisung trotzen ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil der Sekretär einer Anweisung trotzen wird .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Gegner werden einem Aufruf antworten .					WAHR	FALSCH	WAHR	FALSCH		6	1	3
VF[O]LK[V]MF[S]	dat-aux	5	2	Einem Aufruf werden die Gegner antworten .					FALSCH	FALSCH	FALSCH	WAHR		6	1	3
LK[V]MF[SO]	dat-aux	4	6	Deshalb werden die Gegner einem Aufruf antworten .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
LK[V]MF[SO]Q	dat-aux	3	5	Werden die Gegner einem Aufruf antworten ?					WAHR	FALSCH	WAHR	FALSCH		6	1	2
MF[SO]VC[V]	dat-aux	3	5	Weil die Gegner einem Aufruf antworten werden .					WAHR	FALSCH	WAHR	FALSCH		7	1	2
VF[S]LK[V]MF[O]	amb-aux	2	4	Die Generäle werden Angriffe starten .					WAHR	WAHR	FALSCH	FALSCH		5	1	2
VF[O]LK[V]MF[S]	amb-aux	4	1	Angriffe werden die Generäle starten .					FALSCH	WAHR	FALSCH	FALSCH		5	1	3
LK[V]MF[SO]	amb-aux	4	5	Deshalb werden die Generäle Angriffe starten .					WAHR	WAHR	FALSCH	FALSCH		6	1	1
LK[V]MF[SO]Q	amb-aux	3	4	Werden die Generäle Angriffe starten ?					WAHR	WAHR	FALSCH	FALSCH		5	1	1
