Word Order	Other Properties	Subject Position	Object Position	Sentence										Satzl�nge	Is pp/aux	Subj-obj distance			
VF[O]LK[V]MF[S]	aux-spron	4	2	Eine Lösung wird sie finden .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-spron	3	5	Deshalb wird sie eine Lösung finden .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-spron	2	4	Wird sie eine Lösung finden ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-spron	2	4	Weil sie eine Lösung finden wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-spron	1	4	Sie wird eine Zeitschrift abonnieren .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-spron	4	2	Eine Zeitschrift wird sie abonnieren .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-spron	3	5	Deshalb wird sie eine Zeitschrift abonnieren .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-spron	2	4	Wird sie eine Zeitschrift abonnieren ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-spron	2	4	Weil sie eine Zeitschrift abonnieren wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-spron	1	3	Sie werden Bärte rasieren .					WAHR					4	1	2			
VF[O]LK[V]MF[S]	aux-spron	3	1	Bärte werden sie rasieren .					FALSCH					4	1	2			
LK[V]MF[SO]	aux-spron	3	4	Deshalb werden sie Bärte rasieren .					WAHR					5	1	1			
LK[V]MF[SO]Q	aux-spron	2	3	Werden sie Bärte rasieren ?					WAHR					4	1	1			
MF[SO]VC[V]	aux-spron	2	3	Weil sie Bärte rasieren werden .					WAHR					5	1	1			
VF[S]LK[V]MF[O]	aux-spron	1	3	Sie werden Kaffees trinken .					WAHR					4	1	2			
VF[O]LK[V]MF[S]	aux-spron	3	1	Kaffees werden sie trinken .					FALSCH					4	1	2			
LK[V]MF[SO]	aux-spron	3	4	Deshalb werden sie Kaffees trinken .					WAHR					5	1	1			
LK[V]MF[SO]Q	aux-spron	2	3	Werden sie Kaffees trinken ?					WAHR					4	1	1			
MF[SO]VC[V]	aux-spron	2	3	Weil sie Kaffees trinken werden .					WAHR					5	1	1			
VF[S]LK[V]MF[O]	aux-spron	1	4	Sie werden Romane schreiben .					WAHR					4	1	3			
VF[O]LK[V]MF[S]	aux-spron	4	2	Romane schreiben werden sie .					FALSCH					4	1	2			
LK[V]MF[SO]	aux-spron	3	5	Deshalb werden sie Romane schreiben .					WAHR					5	1	2			
LK[V]MF[SO]Q	aux-spron	2	4	Werden sie Romane schreiben ?					WAHR					4	1	2			
MF[SO]VC[V]	aux-spron	2	4	Weil sie Romane schreiben werden .					WAHR					5	1	2			
VF[S]LK[V]MF[O]	aux-spron	1	4	Sie wird eine Rede beenden .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-spron	4	2	Eine Rede wird sie beenden .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-spron	3	5	Deshalb wird sie eine Rede beenden .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-spron	2	4	Wird sie eine Rede beenden ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-spron	2	4	Weil sie eine Rede beenden wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-spron	1	4	Sie wird ein Grundgehalt bekommen .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-spron	4	2	Ein Grundgehalt wird sie bekommen .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-spron	3	5	Deshalb wird sie ein Grundgehalt bekommen .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-spron	2	4	Wird sie ein Grundgehalt bekommen ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-spron	2	4	Weil sie ein Grundgehalt bekommen wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-spron	1	3	Sie werden Bauzäune ziehen .					WAHR					4	1	2			
VF[O]LK[V]MF[S]	aux-spron	3	1	Bauzäune werden sie ziehen .					FALSCH					4	1	2			
LK[V]MF[SO]	aux-spron	3	4	Deshalb werden sie Bauzäune ziehen .					WAHR					5	1	1			
LK[V]MF[SO]Q	aux-spron	2	3	Werden sie Bauzäune ziehen ?					WAHR					4	1	1			
MF[SO]VC[V]	aux-spron	2	3	Weil sie Bauzäune ziehen werden .					WAHR					5	1	1			
VF[S]LK[V]MF[O]	aux-spron	1	4	Sie wird eine Tour gewinnen .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-spron	4	2	Eine Tour wird sie gewinnen .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-spron	3	5	Deshalb wird sie eine Tour gewinnen .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-spron	2	4	Wird sie eine Tour gewinnen ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-spron	2	4	Weil sie eine Tour gewinnen wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-spron	1	4	Sie wird eine Bauausführung übernehmen .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-spron	4	2	Eine Bauausführung wird sie übernehmen .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-spron	3	5	Deshalb wird sie eine Bauausführung übernehmen .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-spron	2	4	Wird sie eine Bauausführung übernehmen ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-spron	2	4	Weil sie eine Bauausführung übernehmen wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Generäle starten sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie starten die Generäle .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb starten die Generäle sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb starten sie die Generäle .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Starten die Generäle sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Starten sie die Generäle ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Generäle sie starten .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Generäle starten .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Partnerin lebt es .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Es lebt die Partnerin .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb lebt die Partnerin es .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb lebt es die Partnerin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Lebt die Partnerin es ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Lebt es die Partnerin ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Partnerin es lebt .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil es die Partnerin lebt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Journalistin übertextet sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie übertextet die Journalistin .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb übertextet die Journalistin sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb übertextet sie die Journalistin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Übertextet die Journalistin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Übertextet sie die Journalistin ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Journalistin sie übertextet .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Journalistin übertextet .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Freundin spielt es .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Es spielt die Freundin .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb spielt die Freundin es .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb spielt es die Freundin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Spielt die Freundin es ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Spielt es die Freundin ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Freundin es spielt .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil es die Freundin spielt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Passantin bewirft sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie bewirft die Passantin .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb bewirft die Passantin sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb bewirft sie die Passantin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Bewirft die Passantin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Bewirft sie die Passantin ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Passantin sie bewirft .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Passantin bewirft .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Kinder finden sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie finden die Kinder .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb finden die Kinder sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb finden sie die Kinder .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Finden die Kinder sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Finden sie die Kinder ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Kinder sie finden .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Kinder finden .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Leserin abonniert sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie abonniert die Leserin .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb abonniert die Leserin sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb abonniert sie die Leserin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Abonniert die Leserin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Abonniert sie die Leserin ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Leserin sie abonniert .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Leserin abonniert .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Herren rasieren sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie rasieren die Herren .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb rasieren die Herren sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb rasieren sie die Herren .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Rasieren die Herren sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Rasieren sie die Herren ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Herren sie rasieren .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Herren rasieren .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Mama trinkt es .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Es trinkt die Mama .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb trinkt die Mama es .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb trinkt es die Mama .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Trinkt die Mama es ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Trinkt es die Mama ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Mama es trinkt .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil es die Mama trinkt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Schriftsteller schreiben sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie schreiben die Schriftsteller .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb schreiben die Schriftsteller sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb schreiben sie die Schriftsteller .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Schreiben die Schriftsteller sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Schreiben sie die Schriftsteller ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Schriftsteller sie schreiben .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Schriftsteller schreiben .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Politikerin beendet sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie beendet die Politikerin .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb beendet die Politikerin sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb beendet sie die Politikerin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Beendet die Politikerin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Beendet sie die Politikerin ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Politikerin sie beendet .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Politikerin beendet .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Abgeordneten bekommen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie bekommen die Abgeordneten .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb bekommen die Abgeordneten sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb bekommen sie die Abgeordneten .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Bekommen die Abgeordneten sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Bekommen sie die Abgeordneten ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Abgeordneten sie bekommen .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Abgeordneten bekommen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Kleinbauern ziehen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie ziehen die Kleinbauern .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb ziehen die Kleinbauern sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb ziehen sie die Kleinbauern .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Ziehen die Kleinbauern sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Ziehen sie die Kleinbauern ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Kleinbauern sie ziehen .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Kleinbauern ziehen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Sportlerinnen gewinnen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie gewinnen die Sportlerinnen .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb gewinnen die Sportlerinnen sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb gewinnen sie die Sportlerinnen .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Gewinnen die Sportlerinnen sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Gewinnen sie die Sportlerinnen ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Sportlerinnen sie gewinnen .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Sportlerinnen gewinnen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	base-opron	2	4	Die Handwerkerin übernimmt sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-opron	4	1	Sie übernimmt die Handwerkerin .					FALSCH					4	0	3			
LK[V]MF[SO]	base-opron	4	5	Deshalb übernimmt die Handwerkerin sie .					WAHR					5	0	1			
LK[V]MF[OS]	base-opron	5	3	Deshalb übernimmt sie die Handwerkerin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	base-opron	3	4	Übernimmt die Handwerkerin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	base-opron	4	2	Übernimmt sie die Handwerkerin ?					FALSCH					4	0	2			
MF[SO]VC[V]	base-opron	3	4	Weil die Handwerkerin sie übernimmt .					WAHR					5	0	1			
MF[OS]VC[V]	base-opron	4	2	Weil sie die Handwerkerin übernimmt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Generäle werden sie starten .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Sie werden die Generäle starten .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb werden die Generäle sie starten .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb werden sie die Generäle starten .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	4	Werden die Generäle sie starten ?					WAHR					5	1	1			
LK[V]MF[OS]Q	aux-opron	4	2	Werden sie die Generäle starten ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	4	Weil die Generäle sie starten werden .					WAHR					6	1	1			
MF[OS]VC[V]	aux-opron	4	2	Weil sie die Generäle starten werden .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	5	Die Partnerin wird es leben .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-opron	5	2	Es leben wird die Partnerin .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	6	Deshalb wird die Partnerin es leben .					WAHR					6	1	2			
LK[V]MF[OS]	aux-opron	6	4	Deshalb wird es leben die Partnerin .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	5	Wird die Partnerin es leben ?					WAHR					5	1	2			
LK[V]MF[OS]Q	aux-opron	5	3	Wird es leben die Partnerin ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	5	Weil die Partnerin es leben wird .					WAHR					6	1	2			
MF[OS]VC[V]	aux-opron	5	3	Weil es leben die Partnerin wird .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Journalistin wird sie übertexten .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Sie wird die Journalistin übertexten .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb wird die Journalistin sie übertexten .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb wird sie die Journalistin übertexten .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	4	Wird die Journalistin sie übertexten ?					WAHR					5	1	1			
LK[V]MF[OS]Q	aux-opron	4	2	Wird sie die Journalistin übertexten ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	4	Weil die Journalistin sie übertexten wird .					WAHR					6	1	1			
MF[OS]VC[V]	aux-opron	4	2	Weil sie die Journalistin übertexten wird .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	5	Die Freundin wird es spielen .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-opron	5	2	Es spielen wird die Freundin .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	6	Deshalb wird die Freundin es spielen .					WAHR					6	1	2			
LK[V]MF[OS]	aux-opron	6	4	Deshalb wird es spielen die Freundin .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	5	Wird die Freundin es spielen ?					WAHR					5	1	2			
LK[V]MF[OS]Q	aux-opron	5	3	Wird es spielen die Freundin ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	5	Weil die Freundin es spielen wird .					WAHR					6	1	2			
MF[OS]VC[V]	aux-opron	5	3	Weil es spielen die Freundin wird .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Passanten werden sie bewerfen .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Sie werden die Passanten bewerfen .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb werden die Passanten sie bewerfen .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb werden sie die Passanten bewerfen .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	4	Werden die Passanten sie bewerfen ?					WAHR					5	1	1			
LK[V]MF[OS]Q	aux-opron	4	2	Werden sie die Passanten bewerfen ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	4	Weil die Passanten sie bewerfen werden .					WAHR					6	1	1			
MF[OS]VC[V]	aux-opron	4	2	Weil sie die Passanten bewerfen werden .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	5	Die Kinder werden sie finden .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-opron	5	2	Sie finden werden die Kinder .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	6	Deshalb werden die Kinder sie finden .					WAHR					6	1	2			
LK[V]MF[OS]	aux-opron	6	4	Deshalb werden sie finden die Kinder .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	5	Werden die Kinder sie finden ?					WAHR					5	1	2			
LK[V]MF[OS]Q	aux-opron	5	3	Werden sie finden die Kinder ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	5	Weil die Kinder sie finden werden .					WAHR					6	1	2			
MF[OS]VC[V]	aux-opron	5	3	Weil sie finden die Kinder werden .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Leser werden sie abonnieren .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Sie werden die Leser abonnieren .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb werden die Leser sie abonnieren .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb werden sie die Leser abonnieren .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	4	Werden die Leser sie abonnieren ?					WAHR					5	1	1			
LK[V]MF[OS]Q	aux-opron	4	2	Werden sie die Leser abonnieren ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	4	Weil die Leser sie abonnieren werden .					WAHR					6	1	1			
MF[OS]VC[V]	aux-opron	4	2	Weil sie die Leser abonnieren werden .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Herren werden sie rasieren .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Sie werden die Herren rasieren .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb werden die Herren sie rasieren .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb werden sie die Herren rasieren .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	4	Werden die Herren sie rasieren ?					WAHR					5	1	1			
LK[V]MF[OS]Q	aux-opron	4	2	Werden sie die Herren rasieren ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	4	Weil die Herren sie rasieren werden .					WAHR					6	1	1			
MF[OS]VC[V]	aux-opron	4	2	Weil sie die Herren rasieren werden .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Mama wird es trinken .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Es wird die Mama trinken .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb wird die Mama es trinken .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb wird es die Mama trinken .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	4	Wird die Mama es trinken ?					WAHR					5	1	1			
LK[V]MF[OS]Q	aux-opron	4	2	Wird es die Mama trinken ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	4	Weil die Mama es trinken wird .					WAHR					6	1	1			
MF[OS]VC[V]	aux-opron	4	2	Weil es die Mama trinken wird .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	5	Die Schriftsteller werden sie schreiben .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-opron	5	2	Sie schreiben werden die Schriftsteller .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	6	Deshalb werden die Schriftsteller sie schreiben .					WAHR					6	1	2			
LK[V]MF[OS]	aux-opron	6	4	Deshalb werden sie schreiben die Schriftsteller .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	5	Werden die Schriftsteller sie schreiben ?					WAHR					5	1	2			
LK[V]MF[OS]Q	aux-opron	5	3	Werden sie schreiben die Schriftsteller ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	5	Weil die Schriftsteller sie schreiben werden .					WAHR					6	1	2			
MF[OS]VC[V]	aux-opron	5	3	Weil sie schreiben die Schriftsteller werden .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Politikerin wird sie beenden .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Sie wird die Politikerin beenden .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb wird die Politikerin sie beenden .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb wird sie die Politikerin beenden .					FALSCH					6	1	2			
LK[V]MF[SO]Q	aux-opron	3	4	Wird die Politikerin sie beenden ?					WAHR					5	1	1			
LK[V]MF[OS]Q	aux-opron	4	2	Wird sie die Politikerin beenden ?					FALSCH					5	1	2			
MF[SO]VC[V]	aux-opron	3	4	Weil die Politikerin sie beenden wird .					WAHR					6	1	1			
MF[OS]VC[V]	aux-opron	4	2	Weil sie die Politikerin beenden wird .					FALSCH					6	1	2			
VF[S]LK[V]MF[O]	aux-opron	2	4	Die Abgeordneten werden sie bekommen .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-opron	4	1	Sie werden die Abgeordneten bekommen .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-opron	4	5	Deshalb werden die Abgeordneten sie bekommen .					WAHR					6	1	1			
LK[V]MF[OS]	aux-opron	5	3	Deshalb werden sie die Abgeordneten bekommen .					FALSCH					6	1	2			
